,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,BallControl,Body Type,CAM,CB,CDM,CF,CM,Composure,Contract Valid Until,Crossing,Curve,Dribbling,FKAccuracy,Finishing,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,HeadingAccuracy,Interceptions,International Reputation,Jersey Number,Joined,Jumping,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Loaned From,LongPassing,LongShots,Marking,Penalties,Position,Positioning,Preferred Foot,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,Reactions,Real Face,Release Clause,ST,ShortPassing,ShotPower,Skill Moves,SlidingTackle,SprintSpeed,Stamina,StandingTackle,Strength,Vision,Volleys,Weak Foot,Work Rate
5192,233306,D. Henderson,21,https://cdn.sofifa.org/players/4/19/233306.png,England,https://cdn.sofifa.org/flags/14.png,70,82,Sheffield United,https://cdn.sofifa.org/teams/2/light/1794.png,€2.5M,€24K,1111,73,63,60,70,66,Normal,55+2,68+2,67+2,53+2,60+2,55,2021,56,32,64,36,15,7,8,15,9,11,59,75,1,20,"Jul 23, 2018",74,55+2,68+2,68+2,60+2,67+2,53+2,60+2,48+2,55+2,68+2,,58,15,73,46,RB,60,Right,55+2,68+2,68+2,60+2,67+2,53+2,60+2,48+2,55+2,68+2,73,No,€2M,48+2,57,25,3,70,58,83,73,65,53,14,4,Medium/ Medium
5193,146011,I. Uche,34,https://cdn.sofifa.org/players/4/19/146011.png,Nigeria,https://cdn.sofifa.org/flags/133.png,70,70,Gimnàstic de Tarragona,https://cdn.sofifa.org/teams/2/light/15019.png,€925K,€6K,1752,57,33,76,66,72,Normal,69+2,36+2,47+2,68+2,65+2,53,2019,68,71,70,72,64,15,15,14,11,7,53,23,1,23,"Sep 4, 2017",38,69+2,45+2,36+2,65+2,47+2,68+2,67+2,64+2,68+2,49+2,,69,64,12,62,CAM,68,Left,69+2,45+2,36+2,65+2,47+2,68+2,67+2,64+2,68+2,49+2,74,No,€2.3M,64+2,70,67,3,25,59,60,25,51,73,64,2,Medium/ Low
5194,173147,D. Dessena,31,https://cdn.sofifa.org/players/4/19/173147.png,Italy,https://cdn.sofifa.org/flags/27.png,70,70,Cagliari,https://cdn.sofifa.org/teams/2/light/1842.png,€1.5M,€17K,1938,82,60,80,93,71,Normal,69+2,37+2,46+2,69+2,62+2,60,2019,50,42,69,33,69,14,12,11,14,12,48,17,1,8,"Jul 5, 2017",83,69+2,46+2,37+2,62+2,46+2,69+2,68+2,67+2,69+2,50+2,,58,71,20,67,CAM,68,Right,69+2,46+2,37+2,62+2,46+2,69+2,68+2,67+2,69+2,50+2,66,No,€3.5M,67+2,68,73,3,18,84,90,14,53,64,68,3,Medium/ Medium
5195,176475,R. Ovelar,32,https://cdn.sofifa.org/players/4/19/176475.png,Paraguay,https://cdn.sofifa.org/flags/58.png,70,70,Millonarios FC,https://cdn.sofifa.org/teams/2/light/101105.png,€1.4M,€3K,1715,26,16,19,52,19,Normal,,,,,,58,,13,13,17,16,14,70,67,62,70,70,14,23,,,,27,,,,,,,,,,,,17,12,11,22,GK,12,Left,,,,,,,,,,,70,No,€3M,,20,20,1,19,25,18,18,37,31,14,2,Medium/ Medium
5196,179547,V. Mannone,30,https://cdn.sofifa.org/players/4/19/179547.png,Italy,https://cdn.sofifa.org/flags/27.png,70,70,Reading,https://cdn.sofifa.org/teams/2/light/1793.png,€1.1M,€14K,1253,70,63,80,80,71,Normal,68+2,63+2,67+2,66+2,69+2,59,2019,74,77,70,79,55,8,15,12,9,8,53,66,1,20,"Jul 10, 2017",63,68+2,66+2,63+2,69+2,67+2,66+2,68+2,63+2,68+2,68+2,,69,65,67,62,CM,59,Left,68+2,66+2,63+2,69+2,67+2,66+2,68+2,63+2,68+2,68+2,66,No,€3.6M,63+2,74,76,3,56,66,75,62,66,71,48,2,Medium/ Medium
5197,214876,J. Marriott,23,https://cdn.sofifa.org/players/4/19/214876.png,England,https://cdn.sofifa.org/flags/14.png,70,77,Derby County,https://cdn.sofifa.org/teams/2/light/91.png,€2.5M,€22K,1652,66,49,69,46,69,Normal,65+2,44+2,47+2,67+2,58+2,65,2019,57,63,69,74,70,15,15,11,6,7,67,36,1,7,"Jul 5, 2016",71,65+2,46+2,44+2,58+2,47+2,67+2,64+2,68+2,66+2,49+2,,43,70,41,55,ST,69,Right,65+2,46+2,44+2,58+2,47+2,67+2,64+2,68+2,66+2,49+2,63,No,€4.7M,68+2,60,74,3,11,74,64,19,75,66,55,3,High/ Medium
5198,105308,J. Gillet,39,https://cdn.sofifa.org/players/4/19/105308.png,Belgium,https://cdn.sofifa.org/flags/7.png,70,70,Standard de Liège,https://cdn.sofifa.org/teams/2/light/232.png,€120K,€4K,1188,34,67,53,52,40,Normal,37+2,69+2,60+2,35+2,45+2,59,2023,29,23,24,27,16,16,10,13,11,7,73,70,1,20,"Jul 4, 2018",76,37+2,59+2,69+2,45+2,60+2,35+2,38+2,40+2,35+2,55+2,,51,19,71,34,LCB,29,Left,37+2,59+2,69+2,45+2,60+2,35+2,38+2,40+2,35+2,55+2,63,No,€2.7M,40+2,50,36,2,68,53,70,72,84,32,30,3,Low/ High
5199,240988,D. Vavro,22,https://cdn.sofifa.org/players/4/19/240988.png,Slovakia,https://cdn.sofifa.org/flags/43.png,70,80,FC København,https://cdn.sofifa.org/teams/2/light/819.png,€2.5M,€9K,1635,66,77,65,63,52,Normal,52+2,68+2,64+2,52+2,56+2,73,2020,50,38,51,21,38,8,16,10,9,10,73,69,1,2,"Jul 19, 2017",76,52+2,64+2,68+2,56+2,64+2,52+2,55+2,54+2,52+2,63+2,,62,25,63,26,RCB,50,Right,52+2,64+2,68+2,56+2,64+2,52+2,55+2,54+2,52+2,63+2,66,No,€4.1M,54+2,65,53,2,71,62,65,72,70,43,39,2,Low/ High
5200,220509,L. Venuti,23,https://cdn.sofifa.org/players/4/19/220509.png,Italy,https://cdn.sofifa.org/flags/27.png,70,75,Lecce,https://cdn.sofifa.org/teams/2/light/347.png,€2M,€21K,1557,76,70,81,76,74,Lean,69+2,39+2,49+2,69+2,62+2,67,2019,62,51,80,49,68,10,13,15,14,10,37,29,1,15,"Jul 20, 2018",34,69+2,45+2,39+2,62+2,49+2,69+2,69+2,64+2,70+2,50+2,,59,57,33,64,RM,66,Right,69+2,45+2,39+2,62+2,49+2,69+2,69+2,64+2,70+2,50+2,63,Yes,€3.5M,64+2,68,64,3,14,74,61,17,59,66,55,4,High/ Medium
5201,229469,J. Meneses,25,https://cdn.sofifa.org/players/4/19/229469.png,Chile,https://cdn.sofifa.org/flags/55.png,70,72,Club León,https://cdn.sofifa.org/teams/2/light/110781.png,€2.2M,€17K,1742,91,42,86,88,68,Normal,67+2,40+2,45+2,70+2,58+2,68,2019,61,63,70,65,69,15,9,8,7,11,60,12,1,7,"Jun 20, 2016",76,67+2,48+2,40+2,58+2,45+2,70+2,68+2,70+2,70+2,51+2,,44,71,52,64,RM,74,Right,67+2,48+2,40+2,58+2,45+2,70+2,68+2,70+2,70+2,51+2,68,No,€2.4M,70+2,59,76,3,13,83,87,13,64,61,60,5,High/ High
5202,234333,M. Maolida,19,https://cdn.sofifa.org/players/4/19/234333.png,France,https://cdn.sofifa.org/flags/18.png,70,85,OGC Nice,https://cdn.sofifa.org/teams/2/light/72.png,€3.8M,€9K,1644,85,77,88,79,63,Normal,63+2,61+2,64+2,61+2,64+2,55,2019,78,63,62,70,30,12,11,12,6,12,52,66,1,23,"Jul 17, 2017",80,63+2,69+2,61+2,64+2,64+2,61+2,66+2,56+2,64+2,70+2,,60,64,61,34,LB,59,Left,63+2,69+2,61+2,64+2,64+2,61+2,66+2,56+2,64+2,70+2,66,No,€1.7M,56+2,65,70,2,65,85,86,64,34,65,31,2,High/ Medium
5203,200542,G. Maniatis,31,https://cdn.sofifa.org/players/4/19/200542.png,Greece,https://cdn.sofifa.org/flags/22.png,70,70,Alanyaspor,https://cdn.sofifa.org/teams/2/light/113142.png,€1.2M,€8K,1877,35,17,38,43,15,Normal,,,,,,32,,11,13,11,13,11,74,62,74,67,76,12,24,,,,63,,,,,,,,,,,,12,14,20,19,GK,10,Right,,,,,,,,,,,62,No,€1.6M,,13,12,1,11,35,31,14,41,53,14,1,Medium/ Medium
5204,207454,P. Rodríguez,28,https://cdn.sofifa.org/players/4/19/207454.png,Argentina,https://cdn.sofifa.org/flags/52.png,70,70,Moreirense FC,https://cdn.sofifa.org/teams/2/light/1900.png,€1.8M,€5K,1759,53,90,64,72,67,Normal,60+2,69+2,69+2,59+2,64+2,64,2021,61,57,61,58,49,11,9,15,14,15,66,67,2,6,"Aug 1, 2009",65,60+2,66+2,69+2,64+2,69+2,59+2,60+2,59+2,59+2,65+2,,69,56,66,64,RDM,47,Right,60+2,66+2,69+2,64+2,69+2,59+2,60+2,59+2,59+2,65+2,66,Yes,€2.3M,59+2,67,71,2,74,53,69,70,73,62,58,3,Low/ High
5205,234078,O. Mangala,20,https://cdn.sofifa.org/players/4/19/234078.png,Belgium,https://cdn.sofifa.org/flags/7.png,70,79,Hamburger SV,https://cdn.sofifa.org/teams/2/light/28.png,€2.7M,€13K,1816,62,81,65,73,64,Stocky,61+2,72+2,70+2,60+2,64+2,72,2019,65,66,59,53,45,6,7,6,11,16,62,73,1,3,"Jul 26, 2017",77,61+2,69+2,72+2,64+2,70+2,60+2,62+2,60+2,60+2,68+2,,62,59,71,49,LB,52,Right,61+2,69+2,72+2,64+2,70+2,60+2,62+2,60+2,60+2,68+2,71,No,€750K,60+2,76,70,2,70,64,67,73,81,51,43,3,Medium/ Medium
5206,236382,M. Olivera,26,https://cdn.sofifa.org/players/4/19/236382.png,Uruguay,https://cdn.sofifa.org/flags/60.png,70,73,Fiorentina,https://cdn.sofifa.org/teams/2/light/110374.png,€1.8M,€24K,1826,71,51,75,77,75,Lean,69+2,55+2,59+2,68+2,66+2,68,2020,70,70,73,59,69,7,15,14,9,6,56,51,2,15,"Aug 15, 2017",53,69+2,59+2,55+2,66+2,59+2,68+2,69+2,67+2,69+2,61+2,,63,69,42,52,CAM,64,Right,69+2,59+2,55+2,66+2,59+2,68+2,69+2,67+2,69+2,61+2,63,No,€3.1M,67+2,70,72,3,47,68,70,54,69,65,63,4,Medium/ Medium
5207,198751,J. Madueña,28,https://cdn.sofifa.org/players/4/19/198751.png,Mexico,https://cdn.sofifa.org/flags/83.png,70,70,Cruz Azul,https://cdn.sofifa.org/teams/2/light/1878.png,€1.4M,€13K,1870,54,75,52,43,39,Lean,42+2,68+2,60+2,44+2,46+2,67,2020,33,33,41,33,34,16,16,12,9,8,69,67,1,5,"Jul 1, 2012",50,42+2,61+2,68+2,46+2,60+2,44+2,44+2,49+2,42+2,57+2,,45,43,70,52,CB,28,Right,42+2,61+2,68+2,46+2,60+2,44+2,44+2,49+2,42+2,57+2,69,No,€2.2M,49+2,46,66,2,71,65,65,72,87,34,28,2,Medium/ Medium
5208,221791,R. Kurzawa,25,https://cdn.sofifa.org/players/4/19/221791.png,Poland,https://cdn.sofifa.org/flags/37.png,70,73,Amiens SC,https://cdn.sofifa.org/teams/2/light/1816.png,€2.2M,€10K,1850,64,53,61,65,70,Lean,66+2,39+2,44+2,67+2,60+2,68,"May 31, 2019",34,62,70,50,68,6,10,13,14,9,72,16,1,18,,66,66+2,40+2,39+2,60+2,44+2,67+2,63+2,68+2,64+2,43+2,Bursaspor,55,63,16,57,ST,70,Left,66+2,40+2,39+2,60+2,44+2,67+2,63+2,68+2,64+2,43+2,65,No,,68+2,66,69,3,14,66,70,14,76,64,68,3,Medium/ Medium
5209,223071,F. Pellegrino,32,https://cdn.sofifa.org/players/4/19/223071.png,Argentina,https://cdn.sofifa.org/flags/52.png,70,70,Club Atlético Huracán,https://cdn.sofifa.org/teams/2/light/111711.png,€1M,€6K,1098,79,69,81,81,63,Normal,62+2,64+2,66+2,61+2,63+2,66,2020,74,67,67,65,48,8,9,5,12,10,52,65,1,33,"Jul 1, 2018",74,62+2,69+2,64+2,63+2,66+2,61+2,66+2,59+2,64+2,70+2,,63,50,63,43,LB,52,Left,62+2,69+2,64+2,63+2,66+2,61+2,66+2,59+2,64+2,70+2,66,No,€2.1M,59+2,66,65,3,63,85,91,67,67,55,48,3,High/ High
5210,235103,N. Ampomah,22,https://cdn.sofifa.org/players/4/19/235103.png,Ghana,https://cdn.sofifa.org/flags/117.png,70,77,Waasland-Beveren,https://cdn.sofifa.org/teams/2/light/110913.png,€2.5M,€6K,1688,63,80,61,55,58,Normal,59+2,69+2,65+2,60+2,61+2,56,2019,56,58,57,52,56,15,10,7,16,9,75,64,1,4,"Jan 16, 2017",70,59+2,64+2,69+2,61+2,65+2,60+2,59+2,62+2,59+2,63+2,,59,62,70,58,RCB,63,Right,59+2,64+2,69+2,61+2,65+2,60+2,59+2,62+2,59+2,63+2,62,No,€2.4M,62+2,61,59,2,65,62,72,67,85,59,59,3,High/ Medium
5211,218208,C. Fuentes,25,https://cdn.sofifa.org/players/4/19/218208.png,Chile,https://cdn.sofifa.org/flags/55.png,70,74,Universidad Católica,https://cdn.sofifa.org/teams/2/light/110975.png,€1.9M,€6K,1833,63,59,69,53,74,Lean,69+2,54+2,60+2,67+2,68+2,77,2019,78,79,74,74,58,11,11,15,14,7,58,55,1,11,"Feb 1, 2012",49,69+2,57+2,54+2,68+2,60+2,67+2,68+2,63+2,68+2,60+2,,70,65,41,79,LM,61,Left,69+2,57+2,54+2,68+2,60+2,67+2,68+2,63+2,68+2,60+2,64,No,€1.2M,63+2,76,66,4,44,53,55,48,67,74,58,3,Medium/ Medium
5212,225632,O. Burke,21,https://cdn.sofifa.org/players/4/19/225632.png,Scotland,https://cdn.sofifa.org/flags/42.png,70,81,West Bromwich Albion,https://cdn.sofifa.org/teams/2/light/109.png,€3.1M,€14K,1692,58,68,46,56,66,Lean,56+2,70+2,69+2,53+2,62+2,70,2020,39,35,61,32,26,8,11,14,5,9,67,73,1,41,"Jun 29, 2016",72,56+2,66+2,70+2,62+2,69+2,53+2,56+2,50+2,53+2,64+2,,66,34,70,30,CDM,32,Right,56+2,66+2,70+2,62+2,69+2,53+2,56+2,50+2,53+2,64+2,64,Yes,€7.5M,50+2,69,46,2,70,64,71,74,73,62,33,3,Medium/ High
5213,188000,Sandro Manoel,29,https://cdn.sofifa.org/players/4/19/188000.png,Brazil,https://cdn.sofifa.org/flags/54.png,70,70,Al Taawoun,https://cdn.sofifa.org/teams/2/light/112393.png,€1.4M,€12K,1878,38,70,50,51,59,Normal,46+2,68+2,63+2,46+2,53+2,73,2019,35,66,35,74,23,9,10,10,7,14,64,73,2,31,"Sep 12, 2018",69,46+2,58+2,68+2,53+2,63+2,46+2,44+2,49+2,43+2,56+2,,62,71,75,64,CB,33,Right,46+2,58+2,68+2,53+2,63+2,46+2,44+2,49+2,43+2,56+2,64,No,€659K,49+2,58,78,2,65,40,46,69,79,34,30,3,Medium/ Medium
5214,226401,K. Dowell,20,https://cdn.sofifa.org/players/4/19/226401.png,England,https://cdn.sofifa.org/flags/14.png,70,83,Everton,https://cdn.sofifa.org/teams/2/light/7.png,€3.4M,€31K,1753,63,57,81,67,74,Lean,69+2,57+2,62+2,68+2,68+2,60,2019,60,74,66,71,62,10,15,8,13,13,57,63,1,16,"Aug 31, 2017",59,69+2,60+2,57+2,68+2,62+2,68+2,67+2,66+2,67+2,61+2,,59,76,40,72,CAM,75,Right,69+2,60+2,57+2,68+2,62+2,68+2,67+2,66+2,67+2,61+2,68,No,€2.4M,66+2,64,75,3,44,62,75,65,59,75,61,3,Medium/ Medium
5215,101473,T. Kuszczak,36,https://cdn.sofifa.org/players/4/19/101473.png,Poland,https://cdn.sofifa.org/flags/37.png,70,70,Birmingham City,https://cdn.sofifa.org/teams/2/light/88.png,€240K,€8K,1166,45,72,45,50,55,Lean,48+2,68+2,64+2,47+2,53+2,69,2020,48,51,49,49,33,14,10,16,13,9,68,69,1,23,"Aug 29, 2018",61,48+2,64+2,68+2,53+2,64+2,47+2,50+2,49+2,48+2,62+2,,55,40,66,55,CB,29,Right,48+2,64+2,68+2,53+2,64+2,47+2,50+2,49+2,48+2,62+2,68,No,€2.4M,49+2,63,47,2,72,63,69,71,75,33,43,3,Medium/ Medium
5216,233825,N. Leguizamón,23,https://cdn.sofifa.org/players/4/19/233825.png,Argentina,https://cdn.sofifa.org/flags/52.png,70,79,Club Atlético Colón,https://cdn.sofifa.org/teams/2/light/110406.png,€2.8M,€8K,1643,67,67,68,62,67,Normal,63+2,44+2,47+2,66+2,58+2,65,2020,43,68,64,43,71,8,11,12,12,8,72,25,1,9,"Jul 25, 2018",80,63+2,45+2,44+2,58+2,47+2,66+2,62+2,69+2,63+2,47+2,,45,65,21,67,ST,68,Right,63+2,45+2,44+2,58+2,47+2,66+2,62+2,69+2,63+2,47+2,70,No,€4.5M,69+2,63,74,3,20,69,73,25,74,54,70,4,High/ Medium
5217,222562,R. Rúnarsson,23,https://cdn.sofifa.org/players/4/19/222562.png,Iceland,https://cdn.sofifa.org/flags/24.png,70,80,Dijon FCO,https://cdn.sofifa.org/teams/2/light/110569.png,€2.2M,€5K,1135,73,39,73,76,66,Normal,67+2,54+2,61+2,66+2,66+2,63,2022,68,53,67,57,60,9,7,12,12,15,46,48,1,20,"Jan 1, 2009",48,67+2,63+2,54+2,66+2,61+2,66+2,68+2,62+2,67+2,65+2,,66,58,61,64,RM,65,Left,67+2,63+2,54+2,66+2,61+2,66+2,68+2,62+2,67+2,65+2,73,No,,62+2,68,63,3,57,75,85,58,44,70,42,1,Medium/ Medium
5218,235874,A. Balić,20,https://cdn.sofifa.org/players/4/19/235874.png,Croatia,https://cdn.sofifa.org/flags/10.png,70,77,Udinese,https://cdn.sofifa.org/teams/2/light/55.png,€2.5M,€11K,1755,76,75,83,80,71,Lean,69+2,53+2,58+2,69+2,66+2,64,2023,65,66,73,63,68,15,15,15,7,10,61,45,1,99,"Aug 31, 2018",76,69+2,56+2,53+2,66+2,58+2,69+2,70+2,68+2,70+2,59+2,,69,62,35,60,RW,67,Right,69+2,56+2,53+2,66+2,58+2,69+2,70+2,68+2,70+2,59+2,68,No,€6.1M,68+2,71,71,3,38,72,74,43,63,66,55,3,High/ Medium
5219,203363,G. Valsvik,25,https://cdn.sofifa.org/players/4/19/203363.png,Norway,https://cdn.sofifa.org/flags/36.png,70,75,Eintracht Braunschweig,https://cdn.sofifa.org/teams/2/light/110500.png,€2M,€4K,1547,63,70,67,70,72,Normal,68+2,65+2,66+2,68+2,68+2,67,2020,72,64,74,60,68,13,7,9,9,10,66,59,1,20,"Jul 1, 2016",76,68+2,65+2,65+2,68+2,66+2,68+2,69+2,68+2,69+2,66+2,,73,70,62,59,CM,67,Right,68+2,65+2,65+2,68+2,66+2,68+2,69+2,68+2,69+2,66+2,68,No,€3.3M,68+2,65,69,3,59,71,78,64,76,66,58,4,High/ High
5220,204387,Juan Carlos,27,https://cdn.sofifa.org/players/4/19/204387.png,Spain,https://cdn.sofifa.org/flags/45.png,70,70,UD Almería,https://cdn.sofifa.org/teams/2/light/1861.png,€1.9M,€5K,1760,86,35,90,89,67,Normal,67+2,61+2,62+2,67+2,65+2,64,2020,64,54,73,36,58,9,15,6,16,13,50,63,1,30,"Aug 31, 2016",80,67+2,66+2,61+2,65+2,62+2,67+2,68+2,65+2,68+2,67+2,,60,51,64,55,RM,66,Right,67+2,66+2,61+2,65+2,62+2,67+2,68+2,65+2,68+2,67+2,67,Yes,€3.2M,65+2,66,73,3,60,85,70,64,62,65,46,4,Medium/ Medium
5221,210787,M. Dos Santos,28,https://cdn.sofifa.org/players/4/19/210787.png,Argentina,https://cdn.sofifa.org/flags/52.png,70,70,CD Leganés,https://cdn.sofifa.org/teams/2/light/100888.png,€1.4M,€15K,1650,67,74,78,72,73,Normal,69+2,53+2,59+2,68+2,67+2,68,2021,48,46,65,49,56,13,8,8,9,12,60,40,1,8,"Jan 1, 2018",80,69+2,54+2,53+2,67+2,59+2,68+2,67+2,66+2,66+2,56+2,,74,49,38,49,LAM,72,Left,69+2,54+2,53+2,67+2,59+2,68+2,67+2,66+2,66+2,56+2,76,No,€3.2M,66+2,71,72,3,40,74,67,43,67,73,63,3,Medium/ Low
5222,230243,Breno Bemposta,34,https://cdn.sofifa.org/players/4/19/230243.png,Brazil,https://cdn.sofifa.org/flags/54.png,70,70,Ceará Sporting Club,https://cdn.sofifa.org/teams/2/light/111059.png,€550K,€11K,1862,58,70,47,34,54,Stocky,47+2,68+2,61+2,47+2,51+2,52,2022,45,32,48,25,26,9,13,5,14,14,74,59,1,2,"Jul 1, 2017",64,47+2,62+2,68+2,51+2,61+2,47+2,50+2,49+2,47+2,60+2,,50,24,67,30,CB,29,Left,47+2,62+2,68+2,51+2,61+2,47+2,50+2,49+2,47+2,60+2,65,No,€6.9M,49+2,62,53,2,66,69,61,73,86,34,23,3,Medium/ Medium
5223,179811,B. Capon,30,https://cdn.sofifa.org/players/4/19/179811.png,Belgium,https://cdn.sofifa.org/flags/7.png,70,70,KV Oostende,https://cdn.sofifa.org/teams/2/light/682.png,€1.3M,€8K,1958,63,80,81,62,68,Stocky,64+2,67+2,68+2,63+2,66+2,72,2018,72,70,64,69,50,9,11,16,6,13,63,69,1,8,"Jan 4, 2017",66,64+2,66+2,67+2,66+2,68+2,63+2,65+2,62+2,64+2,67+2,,70,61,60,69,LDM,55,Right,64+2,66+2,67+2,66+2,68+2,63+2,65+2,62+2,64+2,67+2,72,No,€743K,62+2,68,74,3,60,64,74,66,77,66,58,3,Low/ Medium
5224,171364,E. Castillo,31,https://cdn.sofifa.org/players/4/19/171364.png,United States,https://cdn.sofifa.org/flags/95.png,70,70,Colorado Rapids,https://cdn.sofifa.org/teams/2/light/694.png,€1.2M,€21K,1953,57,80,53,53,55,Normal,55+2,68+2,65+2,55+2,58+2,66,2021,49,45,54,54,44,14,9,10,10,14,70,65,1,35,"Jan 2, 2014",60,55+2,64+2,68+2,58+2,65+2,55+2,55+2,57+2,54+2,62+2,,60,61,72,47,RCB,50,Right,55+2,64+2,68+2,58+2,65+2,55+2,55+2,57+2,54+2,62+2,63,No,€2.8M,57+2,63,72,2,70,64,71,67,75,49,36,3,Low/ High
5225,205157,Ruiz de Galarreta,24,https://cdn.sofifa.org/players/4/19/205157.png,Spain,https://cdn.sofifa.org/flags/45.png,70,75,UD Las Palmas,https://cdn.sofifa.org/teams/2/light/472.png,€2.3M,€6K,1798,64,62,49,42,62,Stocky,54+2,45+2,39+2,61+2,45+2,72,2019,30,36,52,35,74,15,9,16,14,7,78,25,1,9,"Apr 30, 2018",71,54+2,39+2,45+2,45+2,39+2,61+2,52+2,68+2,56+2,39+2,,23,68,38,55,ST,77,Right,54+2,39+2,45+2,45+2,39+2,61+2,52+2,68+2,56+2,39+2,53,No,€3.1M,68+2,38,76,2,17,72,52,19,92,44,55,3,Medium/ Low
5226,205669,Luís Martins,26,https://cdn.sofifa.org/players/4/19/205669.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,71,GD Chaves,https://cdn.sofifa.org/teams/2/light/518.png,€1.7M,€6K,1899,65,42,69,69,73,Lean,70+2,55+2,62+2,67+2,68+2,63,2019,81,82,70,83,65,12,9,14,11,8,43,56,1,23,"Jan 10, 2017",40,70+2,59+2,55+2,68+2,62+2,67+2,68+2,63+2,69+2,61+2,,80,77,55,70,CM,66,Right,70+2,59+2,55+2,68+2,62+2,67+2,68+2,63+2,69+2,61+2,61,No,€2.1M,63+2,74,72,3,52,53,34,65,52,73,57,4,Medium/ Medium
5227,241509,Mauro Júnior,19,https://cdn.sofifa.org/players/4/19/241509.png,Brazil,https://cdn.sofifa.org/flags/54.png,70,82,PSV,https://cdn.sofifa.org/teams/2/light/247.png,€3.1M,€4K,1730,64,74,58,55,66,Lean,59+2,68+2,68+2,58+2,64+2,56,2020,42,46,63,49,37,8,11,9,8,12,63,64,1,95,"Jul 8, 2015",67,59+2,64+2,68+2,64+2,68+2,58+2,59+2,56+2,56+2,63+2,,73,47,69,50,CDM,54,Right,59+2,64+2,68+2,64+2,68+2,58+2,59+2,56+2,56+2,63+2,64,No,€5M,56+2,69,62,3,70,53,71,75,74,55,44,3,Medium/ Medium
5228,214118,M. Casierra,32,https://cdn.sofifa.org/players/4/19/214118.png,Colombia,https://cdn.sofifa.org/flags/56.png,70,70,Deportivo Pasto,https://cdn.sofifa.org/teams/2/light/111723.png,€975K,€1K,1717,87,73,80,66,68,Normal,63+2,65+2,65+2,63+2,63+2,64,2020,66,42,62,29,56,13,15,11,10,13,62,65,1,18,"Dec 21, 2016",76,63+2,69+2,65+2,63+2,65+2,63+2,66+2,62+2,65+2,69+2,,58,46,59,37,RB,59,Right,63+2,69+2,65+2,63+2,65+2,63+2,66+2,62+2,65+2,69+2,63,No,€2M,62+2,63,59,2,65,89,88,66,66,58,33,2,High/ Medium
5229,225894,L. Cáceda,30,https://cdn.sofifa.org/players/4/19/225894.png,Paraguay,https://cdn.sofifa.org/flags/58.png,70,70,,https://cdn.sofifa.org/flags/58.png,€0,€0,1381,49,63,44,41,54,Normal,43+2,69+2,60+2,45+2,48+2,52,2018,26,62,39,78,30,12,12,8,6,10,68,77,1,5,"Dec 28, 2016",67,43+2,60+2,69+2,48+2,60+2,45+2,42+2,49+2,42+2,57+2,,34,62,67,77,CB,25,Left,43+2,60+2,69+2,48+2,60+2,45+2,42+2,49+2,42+2,57+2,56,No,€2.3M,49+2,50,77,2,69,53,68,73,86,35,38,4,Low/ High
5230,227174,M. Cash,20,https://cdn.sofifa.org/players/4/19/227174.png,England,https://cdn.sofifa.org/flags/14.png,70,81,Nottingham Forest,https://cdn.sofifa.org/teams/2/light/14.png,€3.1M,€19K,1812,54,71,34,51,55,Normal,50+2,68+2,63+2,49+2,54+2,60,2019,30,28,55,28,28,11,15,11,9,11,69,66,1,18,"Jul 1, 2017",73,50+2,60+2,68+2,54+2,63+2,49+2,51+2,49+2,48+2,58+2,,51,21,70,34,CB,50,Right,50+2,60+2,68+2,54+2,63+2,49+2,51+2,49+2,48+2,58+2,60,No,€3.7M,49+2,65,40,2,65,54,61,72,79,43,34,3,Medium/ Medium
5231,244582,A. Paločević,24,https://cdn.sofifa.org/players/4/19/244582.png,Serbia,https://cdn.sofifa.org/flags/51.png,70,75,CD Nacional,https://cdn.sofifa.org/teams/2/light/1891.png,€2.3M,€6K,1782,39,75,41,46,61,Normal,58+2,69+2,67+2,58+2,62+2,70,2019,52,52,56,61,52,11,10,15,8,15,72,72,1,23,"Jul 1, 2016",55,58+2,62+2,69+2,62+2,67+2,58+2,57+2,60+2,55+2,61+2,,62,56,73,62,CB,61,Right,58+2,62+2,69+2,62+2,67+2,58+2,57+2,60+2,55+2,61+2,64,No,€1.6M,60+2,64,71,2,63,35,71,67,84,64,44,3,Medium/ High
5232,223335,L. Diarte,25,https://cdn.sofifa.org/players/4/19/223335.png,Argentina,https://cdn.sofifa.org/flags/52.png,70,75,San Martin de Tucumán,https://cdn.sofifa.org/teams/2/light/111714.png,€2M,€6K,1610,90,71,86,76,72,Stocky,67+2,50+2,51+2,68+2,59+2,69,2020,61,55,74,69,60,12,10,14,14,7,59,36,1,93,"Sep 24, 2018",70,67+2,54+2,50+2,59+2,51+2,68+2,67+2,66+2,69+2,55+2,,48,56,34,60,LW,64,Right,67+2,54+2,50+2,59+2,51+2,68+2,67+2,66+2,69+2,55+2,64,No,€4.6M,66+2,64,65,4,40,90,45,44,57,60,61,3,High/ Medium
